name,reference
Προκόπιος,"11.55.b.58"
Προκόπιος,"15.363.15"
Προυνίκιος γναφεύς,"11.55.b.59"
Πυθ···,"1.104.a.3"
Πυθέα,"15.361."
Πυθέας,"5.303.a.2"
Πυθέας,"8.610.1"
Πυθέας,"11.70.1"
Πυθέας οἱ Ἀττάλου_Πυθέου,"5.6.11"
Πυθέου,"2.20.3"
Πυθέου,"5.6.10"
Πυθέου,"5.6.11"
Πυθέου,"12.5.5"
Πυθέου,"12.29.i.3"
Πυθέου,"12.29.ii.6"
Φλαβίων Ἀντωνίων Πυθέου,"13.604.1"
Πύθου_Οὐμανίου,"8.30.10"
Πυθιόδωρος,"4.202.i.6"
Πυθίωνος,"11.25.1"
Φλαβίαν Πυθοδωρίδα,"15.269.3"
Καλλικράτης Πυθοδώρου,"11.301.2"
Πυρρον Ζήνωνος_Πύρρου Παπίαν,"13.7.6"
Πύρρον Πύρρου_Ζήνωνος_Πύρρου Παπίαν,"13.6.6"
Πύρρου,"12.19.11"
Πύρρου,"12.32.b.6"
Πύρρου,"13.6.7"
Πύρρου Παπίαν,"13.7.7"
Πύρρου_Ζήνω νος Παπίου,"13.5.7"
Πύρρου_Ζήνωνος_Πύρρου,"13.6.6"
Πύρρου_Ζήνωνος_Πύρρου_Ζήνω νος Παπίου,"13.5.5"
Πύρρωνα Ἰθάρου_Ἰθάρου τρὶς_Μενιπ που,"5.204.ι.14"
Μᾶρκον Κυιντίλιον Ἀ··· ὑὸν Πωμεντίνᾳ ···ανον Πεδουκαῖον,"11.18.5"
Ῥοδίνη,"14.7.2"
Ῥοδοπαῖε,"5.16.2"
Ῥοδοπαῖον,"5.17.5"
Ῥοδοπαῖον,"11.515.3"
Ῥουβην παστιλλάριος,"11.55.b.26"
Ῥουφινίας,"2.528.1"
γ ···νιος Γναίου υἱὸς Ἀρνήσσις Ῥοῦφος,"8.27.10"
Ῥοῦφος,"11.55.b.11"
Ῥού φου,"15.363.17"
Σαλλουστίου Ῥούφου,"12.646.i.4"
Τίτου Ἀτειλίου Ῥούφου Τιτιανοῦ,"12.27.iii.13"
Ῥωμανός,"2.402.iv.1"
Ῥωμανὸς βουλευτής,"11.55.b.38"
Σαβάθιος νεκτάρις,"11.55.a.i.25"
Σαββάτιος,"13.107.ii.5"
Σαββάτιος Ἀμαχίου,"11.55.a.i.18"
Ποπλίας Αἰλίας Ἀδράστου θυγατρὸς Ἀτταλίδος Σαβείνης,"12.1007.18"
Ποπλίας Αἰλίας Ἀτταλίδος Σαβείνης,"12.631.11"
Ἀδράστου Σαλβίου,"13.150.2"
Σαλβίου_Ἑρμογένους,"11.103.5"
Σαλβίου_Ὀνησίμου_Ἀλεξάνδρου_Ἀδράστου Σαλβίου,"13.150.1"
Σαλλουστίαν Φροντεῖναν Σαλλουστίου Ῥούφου,"12.646.i.1"
Σαλλουστίου Ῥούφου,"12.646.i.3"
Σαλλουστίου Τιτιλλιανοῦ,"12.646.i.6"
Τίτον Σαλλούστιον Φλαβιον Φλαβίου Ἀθηναγόρου,"12.646.ii.1"
Τίτου Σαλλουστίου Τίτου Φλαβίου Ἀθηναγόρου,"12.646.iii.4"
Σαμουηλ,"11.55.a.i.13"
Σαμουηλ,"11.55.b.30"
Σαμουηλ Πολιτιανοῦ,"11.55.a.i.21"
Σαμουηλ πρεσβευτὴς ἱερεύς,"11.55.a.i.26"
Σαμουηλ πρεσβευτὴς Περγεούς,"11.55.a.iii.9"
Αὐρηλίαν Μεσσουληίαν Σατορνεῖλαν Διονυσίου τρὶς_Διογένους Χρυσαορίδα,"12.531.2"
Σατορνείλης,"1.159.6"
Μᾶρκον Ἀντωνιον Ἀπελλᾶν Σεβηρεῖνον,"11.224.12"
Ἰακω προβατονόμος Σεβῆρος,"11.55.b.13"
Πομπηίῳ Σεβήρῳ,"11.412.40"
Τιβέριος Κάτιος Ἀσκώνιος Σείλιος Εἰταλικὸς,"13.609.2"
Φλαβία Σεκούνδιλλα,"12.322.7"
Σεκοῦνδος,"11.501.1"
Ἀντωνίας Σελευκείας,"8.223.1"
Κλαυδία Σελεύκεια Ἀπολ λωνίου,"5.209.1"
Σέξστος Φλάβιος Σέξστου Φλαβίου υἱὸς Ἰουλιανὸς Διογένης,"13.401.9"
Σέξστου Φλαβίου,"13.401.10"
Σέξστου Φλαβίου Ἰουλιανοῦ Διογένους,"13.401.3"
Σέξτον Ἀππολήϊον,"12.301.2"
Σ εξστί ου Διαδουμένου,"12.1113.5"
Σεπτιμία Αιλία Φλα ··· ι Λαιβίλλα,"12.533.11"
Πόπλιον Αἴλιον Σεπτίμιον Μάννον,"6.103.2"
Σεπ Αυρ Φλ Οὐενιδιος Ὑψικλης τετράκι_Ἀρχιμήδους Εὔφρων,"12.712"
Σεπτίμιος Αὐ ρήλιος Φλ άουιος Οὐενίδιος Ὑψικλῆς Εὔφρων,"12.638.2"
Σεπτιμίου Ὑψικλέους,"12.533.9"
Σεπτιμίου Χάρητος Αἰνείου,"1.187.2"
Σεραπίωνος,"11.55.b.2"
Λεύκιος Σέργιος Λευκίου υἱὸς Φαλέρνα Πλαῦτος,"8.27.6"
Γναῖος Σήδιος Γαΐου υἱὸς Κλαυδία ···ν,"8.27.11"
Πόπλιος Σήστιος Λευκίου υἱὸς Κολλείνα,"8.27.8"
Σκίρτος,"12.615.1"
Ἀπολλωνίου Σκόπα,"5.6.14"
Μᾶρκος Αὐρήλιος Μενεσθεὺς δ_Ἀπολλωνίου Σκόπας,"8.115.6"
Μάρκου Γαουίου Σκουίλλα Γαλλικανοῦ,"12.27.iii.13"
Λεύκιος Σκριβώνιος Λευκίου υἱὸς Φαλέρνα Λίβων,"8.27.5"
Ἱεροκλέους τῶν Ἰάσονος_Σκύμνου,"2.503.12"
Ἱεροκλῆν τοὺς Ἰάσονος_Σκύμνου,"2.503.34"
Πόπλιος Αἴλιος Κλαύδιος Σμάραγδος Ἰουλιανὸς,"2.308.6"
Σμαράγδου,"2.308.14"
Τιβερίου Κλαυδίου Σμαράγδου,"14.13.6"
Σόλωνα,"8.25.40"
Σόλωνα Δημητρίου,"8.27.16"
Σόλων Δημητρίου,"8.25.16"
Σόλων Δημητρίου υἱὸς,"8.31.4"
Σολωνος,"5.204.ι.28"
Σουλπίκιον Πρεῖσκον,"12.33.4"
Σπανδι ο υ,"8.59.12.i.ii.2"
Τίτος Φλάβιος Σταβεριανὸς,"11.401"
Τίτος Φλάβιος Σταβερίανος,"11.401.8"
Στατιλίας Διογενίης,"15.340.7"
Μάρκου Αὐρηλίου Στατιλίου Ἀπολλωνίου_Ἀπολλωνίου_Μενεσθαιος,"13.130.2"
Στατιλίου Ζωτικοῦ_Ζωτικοῦ,"11.46.2"
Μᾶρκον Αὐρήλιον στατωνον,"12.923.2"
Στε φανᾶ,"8.57.2.i.a.1"
Μάρκου Αὐρηλίου Στεφάνου,"11.512.2"
Στεφάνοιο,"14.16.1"
Στέφανος,"1.24.2"
Στέφανος,"1.25.i.1"
Στέφανος,"8.30.1"
Στέφανος,"11.512.6"
Στεφάνου,"15.5.2"
Στεφάνῳ,"8.29.1"
Στρατήγιος,"11.55.b.39"
Στρατόνικος γναφεύς,"11.55.b.59"
Συμβατικίου,"7.16.i.1"
Συμβατικίου,"7.16.ii.1"
Συμβατικίου,"7.16.iii.1"
Συμεών,"11.55.b.33"
Συνοδίου,"5.12.1"
Συρου,"8.9.2"
Σωκράτην Θεοφράστου,"12.1102.2"
Αὐρηλίας Σωκρατίδος,"12.522.6"
Σωπόλεως,"12.327.2"
Σωφρονίου_Ἀρτεμιδώρου,"15.341.2"
Διονυσίου_Διονυσίου_Τάτας,"12.1112.12"
Τάτᾳ,"9.1.1"
Τάτᾳ,"12.29.i.15"
Τάταν Διοδώρου_Διοδώρου,"12.29.ii.3"
Τάτας,"2.504.1"
Αὐρηλίας Τάτης_Ἐπιθυμίας,"13.101.1"
Αὐρ ηλία Τάτη,"13.101.2"
Τατι Περιγένου γυνὴ δὲ Ἀπολλωνίου,"13.502.1"
Τατιανοῦ···,"9.101.1"
Αἰλίας Ζήνωνος θυγατρὸς Τατίας,"12.411.7"
Αἰλία Χαιρέου θυγάτηρ Τατία Παυλεῖ ν α,"12.523.4"
Ἀντωνίαν Νικοτίμου θυγατέρα Τατίαν,"12.207.11"
Ἀντωνίαν Νικοτίμου θυγατέρα Τατίαν,"12.207.14"
Αὐρηλίας Τατίας_Ἀλεξάνδρου,"13.109.a.2"
Αὐρηλία Τατεία Διδύμου,"12.526.19"
Αὐρηλία Τατία,"13.111.2"
Αὐρηλία Τατία Παπίου_Περείτου Πανκράτους,"12.524.3"
Γαΐα Τατία Χρησστεῖνα,"5.8.1"
Τατία,"11.38.3"
Τατία,"12.213.b.1"
Τατία,"13.109.a.6"
Τατία,"14.19.1"
Τατίαν Ἀτταλὶν,"12.205.ii.25"
Τατίαν Διογένους_Διογένους_Δημητρίου Φιλήμονος,"13.105.iii.3"
Τατίας,"11.10.2"
Τατίας,"12.524.4"
Τατίας,"15.246.8"
Τατία Ὑψικλέους_Ἀδράστου_Νικοτίμου_Ἀρτεμιδώρου_Ζήνωνος Ἱέρακος Ἀτταλὶς,"12.205.i.7"
Κλαυδίαν Ἀντωνίαν Τατιανὴν,"2.13.a.5"
Κλαυδίαν Ἀντωνίαν Τατιανὴν,"12.323.3"
Τατίανη,"1.145.1"
Τατιανή,"12.908.4"
Τατιανῆς···,"9.101.2"
Τατιανῆς γυναικὸς Ἀχιλλέως,"12.908.3"
Αἰλίου Αὐρηλίου Παπίου Τατιανοῦ,"12.21.28"
Αιλίου Αὐρηλίου Παπίου Τατιανοῦ,"12.22.10"
Ἀντώνιος Τατιανὸς,"8.405.6"
Ἀντώνιος Τατιανὸς,"8.406.ii.3"
Κλαύδιος Τατιανὸς,"12.1108.2"
Κλαυδίου Τατιανοῦ,"12.1108.1"
Μάρ κου Αὐρηλίου Τατιανοῦ_Παπίου_Μενεσθέως_Δεξίππου_Μενίππου,"13.142.1"
Τατιανὸν,"15.245.7"
Τατιανὸς,"5.218.3"
Τατιανὸς,"11.37.4"
Τατιανὸς,"12.1108.5"
Τατιανὸς,"13.135.3"
Τατιανὸς,"13.135.4"
Τατιανὸς Ὀξυχολίου,"11.55.b.46"
Τατιανοῦ,"12.1108.4"
Τατιανοῦ,"12.1108.6"
Τατιανοῦ,"15.330.23"
Τατιανοῦ τρὶς_Χαρμίδου,"13.112.2"
Φλ άουιος Εὐτόλμιος Τατιανὸς,"4.10.5"
Φλ άουιος Εὐτόλμιος Τατιανὸς,"4.11.7"
Φλ άουιος Εὐτόλμιος Τατιανὸς,"5.217.5"
Τατιάς,"12.917.2"
Τάτιον Μενίππου_Μενίππου τετράκις Δημητρίου,"13.6.25"
Τατίῳ,"13.120.4"
Τελεσφόρου_Πολέμωνος,"12.508.4"
Αυρηλίας Τερτύλλας_Διονυσίου_Ζήνωνος_Διονυσίου γ_Ἀπολλωνίου,"13.618.a.5"
Τερτύλλα Εὐτύχης ὁ Τέρτυλλος οἱ Ἀπολλοδώρου,"13.618.a.13"
Εὐτύχης ὁ Τέρτυλλος οἱ Ἀπολλοδώρου,"13.618.a.13"
Τέρτυλλος βουλευτής,"11.55.b.35"
Τιβερι···,"12.106.1"
Τιβερία Ἰουλία Ἀντωνία Λητωὶς,"12.535.17"
Ἀχιλλέως Τιβερίου Κλαυδίου Ἀττάλου,"12.908.2"
Τιβέριον Ἰουλιανὸν Ἄτταλον,"8.33.4"
Τιβέριον Κλαύδιον ···,"12.28.4"
Τιβέριον Κλαύδιον Ἀντώνιον Διογένην Ἀμμιανὸν υἱὸν Τιβερίου Κλαυδίου Ἀντωνίου Δομετι νοῦ Ἑρμίου,"12.1019.2"
Τιβέριον Κλαύδιον Ἀπολλώνιον Αὐρηλιανὸν,"15.319.2"
Τιβέριον Κλαύδιον Ἀπολλώνιον Βερονεικιανὸν Ἀκασσῶνα,"13.152.14"
Τιβέριον Κλαύδιον Ἀριστοκλέους υἱὸν Κυρίνᾳ Ἱεροκλέα,"12.613.ii.2"
Τιβέριον Κλαύδιον Αὐρήλιον Ζῆλον,"14.18"
Τιβέριον Κλαύδιον Αὐρήλιον Τιβερίου Κλαυδίου Καπιτωλείνου ὑὸν Κτησίαν,"12.324.2"
Τιβέριον Κλαύδιον Διογένην,"8.23.1"
Τιβέριον Κλαύδιον Ζῆλον,"8.84.1"
Τιβέριον Κλαύδιον Ἰούλιον Κάνδιδον Ἡγεμονέα,"11.60.14"
Τιβέριον Κλαύδιον Κτησίαν,"12.28.2"
Τιβέρ ··· ιον Κλαύδιον Λ ου ··· κίου Ἀντωνίου Κλαυδίου Δομετείνου Διογένους Ἀσ ί α ··· ς ἀρχιερέως νομοθέτου υἱὸν Ἄτταλον,"12.520.1"
Τιβέριον Κλαύδιον Τιβερίου Κλαυδίου Ἀγαθαγγέλου,"12.716.0a"
Τιβέριον Κλαύδιον Τιβερίου Κλαυδίου Ἀγαθαγγέλου,"12.716.0a"
Τιβέριον Κλαύδιον Τιβερίου Κλαυδίου Ἀττάλου υἱὸν Διογένην,"11.15.1"
Τιβέριον Κλαύδιον Τιβερίου Κλαυδίου Σμαράγδου υἱὸν Καπιτωλεῖνον,"14.13.2"
Τιβέριος,"2.16.b."
Τιβέριος Κάτιος Ἀσκώνιος Σείλιος Εἰταλικὸς,"13.609.1"
Τιβέριος Κλ αύδιος Ἀπολλώνιος Αὐρηλιανὸς,"11.51.1"
Τιβέριος Κλαύδιος Ἄτταλος,"2.16.a."
Τιβέριος Κλαύδιος Αὐρήλιος Μουκιανὸς Ἀπολλώνιος Βερονεικιανος,"13.616.5"
Τιβέριος Κλαύδιος Διογένης,"9.25.1"
Τιβέριος Κλαύδιος Εὐτυχιανὸς,"12.36.20"
Τιβέριος Κλαύδιος Ζῆλος,"8.85.i.1"
Τιβέριος Κλαύδιος Μαρίωνος υἱὸς Κυρίνᾳ Μένανδρος,"12.413.26"
Τιβέριος Κλαύδιος Μαρκιανὸς,"4.309.12"
Τιβερίου,"11.34.12"
Τιβερίου,"13.308.2"
Τιβερίου,"15.320.2"
Τιβερίου Ἰουλίου,"11.56.2"
Τιβερίου Ἰουλίου Γλύκωνος,"12.1107.2"
Τιβερίου Κλαυδίου,"4.104.5"
Τιβερίου Κλαυδίου,"12.1007.31"
Τιβερίου Κλαυδίου,"13.2.6"
Τιβερίου Κλαυδίου,"13.2.9"
Τιβερίου Κλαυδίου Ἀντέρωτος,"11.33.2"
Τιβερίου Κλαυδίου Ἀντωνίου Δομετι νοῦ Ἑρμίου,"12.1019.5"
Τιβερίου Κλαυδίου Ἀπολλωνίου Βερονεικιανοῦ,"12.513.6"
Τιβερίου Κλαυδίου Ἀπολλωνίου Βερονεικιανοῦ Ἀκάσσωνος,"13.616.13"
Τιβερίου Κλαυδίου Ἀττάλου,"11.15.2"
Τιβερίου Κλαυδίου Αὐρηλίου Καπετωλείνου,"11.57.14"
Τιβερίου Κλαυδίου Ἀχιλλέως,"13.303.3"
Τιβερίου Κλαυδίου Ἀχιλλέως υἱοῦ Τολμίδου,"12.524.6"
Τιβερίου Κλαυδίου Διαδουμένου,"11.103.1"
Τι β εριου Κλαυδίου Διογένους,"11.42.4"
Τιβερίου Κλαυδίου Ζήλου,"14.18.11"
Τιβερίου Κλαυδίου Ἰουλίου Κανδιδου Ἡγεμονέως,"11.414.11"
Τιβερίου Κλαυδίου Ἰσε···,"11.50.2"
Τιβερίου Κλαυδίου Καπετωλείνου,"12.323.20"
Τιβερίου Κλαυδίου Καπιτωλείνου,"12.324.4"
Τιβερίου Κλαυδίου Κτησίου,"2.17.13"
Τιβερίου Κλαυδίου μ ···,"12.213.a.3"
Τιβερίου Κλαυδίου Μενεσθέως,"13.110.1"
Τιβερίου Κλαυδίου Ὅπλωνος υἱοῦ Ὑψικλέους,"11.412.41"
Τιβερίου Κλαυδίου Παυλείνου,"11.50.7"
Τιβερίου Κλαυ δίου Παυλείνου ἀρχιερέως ὑοῦ Τιβερίου Κλαυδίου,"4.104.3"
Τιβερίου Κλαυδίου Σμαράγδου,"14.13.4"
Τιβερίου Κλαυδίου ··· υἱου Ἀπολλωνίου Μαρκιανοῦ,"11.60.7"
Τιβερίου Κλαυδίου Ὑψικλέους,"12.19.11"
Τιβερίου Κλαυδίου Φιλο···,"12.1209.3"
Τιβέριου Φλαβίου Χαιρέου,"13.103.3"
Τιβ. Κλ. Ἀπολλώνιον Μαρκιανὸν,"8.83.1"
Τιβ. Κλ. Ἀπολλωνίου,"12.513.18"
Τιβ. Κλαυ.,"11.46.2"
Τιιβερίου Κλαυδῐου Καπετωλεινοῦ,"2.13.a.16"
Τειθω νου_Ἑρμογέ νους_Ζήνω νος,"1.186.3"
Τιμοθέου,"12.309.4"
Τειμοκλέα Ἀπολλωνίου_Ὑψικλέους,"12.512.4"
Τειμοκλέους_Ἀγαθόποδος_Ἀρτεμιδώρου,"12.215.3"
Τειμοκλέους_Πολεμάρχου,"12.207.2"
Τειμοκλῆς Ζήνωνος,"8.2.b.i.5"
Τιμοκλέους,"15.246.14"
Τίτου Ἀτειλίου Ῥούφου Τιτιανοῦ,"12.27.iii.13"
Σαλλουστίου Τιτιλλιανοῦ,"12.646.i.7"
Τίτον Ὄππιον Αἰλιανὸν Ἀσκληπίοδοτον,"4.309.3"
Τίτον Σαλλούστιον Φλαβιον Φλαβίου Ἀθηναγόρου,"12.646.ii.1"
Τίτον Φλάβιον Φλαβίου Μιθριδάτου υἱὸν Ἀθηναγόραν Ἀγαθὸν Τίτου Σαλλουστίου Τίτου Φλαβίου Ἀθηναγόρου,"12.646.iii.1"
Τίτον Φλαύιον Τίτου Φλαυίου Μενίππου υἱὸν Κυρείνᾳ Ἀπολλινάριον,"15.262.5"
Τίτος ··· Αἴλιος Ζωτικὸς,"2.312.1"
Τίτος Ἀντώνιος Ἀδράστου υἱὸς Κυρείνα Λυσίμαχος Γρύπος,"12.207.3"
Τίτος Λικίννιος Τίτου υἱὸς ···ηνος,"8.27.9"
Τίτος Λικίννιος Τίτου υἱὸς ···ηνος,"8.27.9"
Τιτος Λικίννιος Τίτου υἱὸς Φαβία Τύραννος,"8.27.12"
Τιτος Λικίννιος Τίτου υἱὸς Φαβία Τύραννος,"8.27.12"
Τίτος Φλάβιος ···,"12.611.4"
Τῖτος Φλάβιος,"12.1104.17"
Τίτος Φλάβιος Ἀθηναγόρας Ἀγαθὸς,"5.212.5"
Τίτος Φλάβιος Σταβεριανὸς,"11.401"
Τίτος Φλάβιος Σταβερίανος,"11.401.7"
Τίτου,"13.1.5"
Τίτου Αἰλίου Ἀδράστου,"11.223.9"
Τίτου Αἰλίου ··· διανοῦ,"13.402.1"
Τίτου Αἰλίου Ἐπαφροδείτου,"12.411.2"
Τίτου Αἰλίου Μ···,"12.920.i.a.7"
Τίτου Ἀτειλίου Ῥούφου Τιτιανοῦ,"12.27.iii.13"
Τίτου Κλαυδίου Ἑρμείου Δομετείνου,"13.3.9"
Τίτου Σαλλουστίου Τίτου Φλαβίου Ἀθηναγόρου,"12.646.iii.4"
Τίτου Φλαβίου Ἀθηναγόρου,"12.646.iii.5"
Τίτου Φλαβίου Ἀθηναγόρου Κλαυδιανοῦ,"12.646.iii.7"
Τίτου Φλαβίου Ἀρίστωνος Διογενιανοῦ,"1.130.4"
Τίτου Φλαβίου Γαληνοῦ,"13.401.12"
